pathway_id,pathway_name,Gene
mmu01100,Metabolic pathways,CMPK1
mmu01100,Metabolic pathways,UQCR11
mmu01100,Metabolic pathways,CYP4A31
mmu01100,Metabolic pathways,RPE
mmu01100,Metabolic pathways,PGM2
mmu01100,Metabolic pathways,UQCRFS1
mmu01100,Metabolic pathways,PNP2
mmu01100,Metabolic pathways,NT5EL
mmu01100,Metabolic pathways,HACD4
mmu01100,Metabolic pathways,ALG14
mmu01100,Metabolic pathways,PPCDC
mmu01100,Metabolic pathways,PNPLA2
mmu01100,Metabolic pathways,ACADSB
mmu01100,Metabolic pathways,DNMT3C
mmu01100,Metabolic pathways,MTAP
mmu01100,Metabolic pathways,PCCB
mmu01100,Metabolic pathways,NDUFB7
mmu01100,Metabolic pathways,SDHD
mmu01100,Metabolic pathways,SDHA
mmu01100,Metabolic pathways,ACAD8
mmu01100,Metabolic pathways,TRIT1
mmu01100,Metabolic pathways,LAP3
mmu01100,Metabolic pathways,UQCRC2
mmu01100,Metabolic pathways,OXCT1
mmu01100,Metabolic pathways,PAICS
mmu01100,Metabolic pathways,PGAP4
mmu01100,Metabolic pathways,PI4K2B
mmu01100,Metabolic pathways,PGP
mmu01100,Metabolic pathways,GATM
mmu01100,Metabolic pathways,ATP5F1E
mmu01100,Metabolic pathways,NDUFA6
mmu01100,Metabolic pathways,LIPT2
mmu01100,Metabolic pathways,NDUFA13
mmu01100,Metabolic pathways,MBOAT2
mmu01100,Metabolic pathways,L3HYPDH
mmu01100,Metabolic pathways,CERS4
mmu01100,Metabolic pathways,NDUFB8
mmu01100,Metabolic pathways,NDUFA10
mmu01100,Metabolic pathways,PIGC
mmu01100,Metabolic pathways,GPX7
mmu01100,Metabolic pathways,NANP
mmu01100,Metabolic pathways,QPRT
mmu01100,Metabolic pathways,CARNMT1
mmu01100,Metabolic pathways,EARS2
mmu01100,Metabolic pathways,HOGA1
mmu01100,Metabolic pathways,ENTPD4
mmu01100,Metabolic pathways,AGPAT2
mmu01100,Metabolic pathways,UQCRB
mmu01100,Metabolic pathways,MGAT4D
mmu01100,Metabolic pathways,PIGM
mmu01100,Metabolic pathways,MGAT4C
mmu01100,Metabolic pathways,ALG13
mmu01100,Metabolic pathways,AASDHPPT
mmu01100,Metabolic pathways,SDHB
mmu01100,Metabolic pathways,ALDH3B1
mmu01100,Metabolic pathways,OST4
mmu01100,Metabolic pathways,LIPF
mmu01100,Metabolic pathways,NUDT13
mmu01100,Metabolic pathways,DGAT2
mmu01100,Metabolic pathways,IDH3A
mmu01100,Metabolic pathways,AKR1B10
mmu01100,Metabolic pathways,ENOPH1
mmu01100,Metabolic pathways,MRI1
mmu01100,Metabolic pathways,DCXR
mmu01100,Metabolic pathways,UXS1
mmu01100,Metabolic pathways,TMEM86A
mmu01100,Metabolic pathways,GALNTL5
mmu01100,Metabolic pathways,PLPP3
mmu01100,Metabolic pathways,ATP5MC2
mmu01100,Metabolic pathways,KMT5A
mmu01100,Metabolic pathways,GNPDA2
mmu01100,Metabolic pathways,NUDT12
mmu01100,Metabolic pathways,CHAC2
mmu01100,Metabolic pathways,NT5C3B
mmu01100,Metabolic pathways,GCSH
mmu01100,Metabolic pathways,HYI
mmu01100,Metabolic pathways,NDUFB4
mmu01100,Metabolic pathways,NDUFC2
mmu01100,Metabolic pathways,NDUFB2
mmu01100,Metabolic pathways,NDUFA5
mmu01100,Metabolic pathways,GSTO2
mmu01100,Metabolic pathways,TMEM86B
mmu01100,Metabolic pathways,AGPAT4
mmu01100,Metabolic pathways,PDHB
mmu01100,Metabolic pathways,POMGNT1
mmu01100,Metabolic pathways,STT3B
mmu01100,Metabolic pathways,GSTM7
mmu01100,Metabolic pathways,NDUFB10
mmu01100,Metabolic pathways,SIRT5
mmu01100,Metabolic pathways,NDUFS3
mmu01100,Metabolic pathways,ASPDH
mmu01100,Metabolic pathways,NDUFA8
mmu01100,Metabolic pathways,MOGAT1
mmu01100,Metabolic pathways,NAT8
mmu01100,Metabolic pathways,G6PC3
mmu01100,Metabolic pathways,UCKL1
mmu01100,Metabolic pathways,DPM3
mmu01100,Metabolic pathways,MOCOS
mmu01100,Metabolic pathways,PMVK
mmu01100,Metabolic pathways,GDPD3
mmu01100,Metabolic pathways,CRYL1
mmu01100,Metabolic pathways,FAHD1
mmu01100,Metabolic pathways,NADK2
mmu01100,Metabolic pathways,PCYT2
mmu01100,Metabolic pathways,HDDC3
mmu01100,Metabolic pathways,ACSS1
mmu01100,Metabolic pathways,ATP6V1C2
mmu01100,Metabolic pathways,ELOVL5
mmu01100,Metabolic pathways,AK8
mmu01100,Metabolic pathways,CHST8
mmu01100,Metabolic pathways,NAT8F5
mmu01100,Metabolic pathways,PYCR2
mmu01100,Metabolic pathways,PNLIP
mmu01100,Metabolic pathways,CHAC1
mmu01100,Metabolic pathways,GMPPA
mmu01100,Metabolic pathways,KMT2E
mmu01100,Metabolic pathways,SAT2
mmu01100,Metabolic pathways,NMRK2
mmu01100,Metabolic pathways,VKORC1L1
mmu01100,Metabolic pathways,CMBL
mmu01100,Metabolic pathways,GPX8
mmu01100,Metabolic pathways,MTFMT
mmu01100,Metabolic pathways,HDDC2
mmu01100,Metabolic pathways,IPMK
mmu01100,Metabolic pathways,CAD
mmu01100,Metabolic pathways,SMYD3
mmu01100,Metabolic pathways,AOC1L2
mmu01100,Metabolic pathways,COX11
mmu01100,Metabolic pathways,PLA2G12B
mmu01100,Metabolic pathways,NDUFA11
mmu01100,Metabolic pathways,CYP2C66
mmu01100,Metabolic pathways,AGK
mmu01100,Metabolic pathways,GALK2
mmu01100,Metabolic pathways,SIS
mmu01100,Metabolic pathways,ACOT7
mmu01100,Metabolic pathways,DEGS2
mmu01100,Metabolic pathways,KYAT1
mmu01100,Metabolic pathways,NDUFAB1
mmu01100,Metabolic pathways,PIGW
mmu01100,Metabolic pathways,COX10
mmu01100,Metabolic pathways,DDO
mmu01100,Metabolic pathways,PRDM16
mmu01100,Metabolic pathways,KDSR
mmu01100,Metabolic pathways,HACD2
mmu01100,Metabolic pathways,KYNU
mmu01100,Metabolic pathways,NT5C1B
mmu01100,Metabolic pathways,LPCAT2B
mmu01100,Metabolic pathways,PGM2L1
mmu01100,Metabolic pathways,4931406C07RIK
mmu01100,Metabolic pathways,OXSM
mmu01100,Metabolic pathways,RBKS
mmu01100,Metabolic pathways,CHST9
mmu01100,Metabolic pathways,CYP2U1
mmu01100,Metabolic pathways,GGT6
mmu01100,Metabolic pathways,AFMID
mmu01100,Metabolic pathways,ATP5PD
mmu01100,Metabolic pathways,GALNT14
mmu01100,Metabolic pathways,AOX3
mmu01100,Metabolic pathways,COASY
mmu01100,Metabolic pathways,DHDH
mmu01100,Metabolic pathways,ETNPPL
mmu01100,Metabolic pathways,AMDHD1
mmu01100,Metabolic pathways,UGT2B1
mmu01100,Metabolic pathways,THA1
mmu01100,Metabolic pathways,ISYNA1
mmu01100,Metabolic pathways,CSL
mmu01100,Metabolic pathways,AOX4
mmu01100,Metabolic pathways,COQ2
mmu01100,Metabolic pathways,CHIT1
mmu01100,Metabolic pathways,CDADC1
mmu01100,Metabolic pathways,BDH1
mmu01100,Metabolic pathways,CAR13
mmu01100,Metabolic pathways,CERS5
mmu01100,Metabolic pathways,MCCC1
mmu01100,Metabolic pathways,GCNT3
mmu01100,Metabolic pathways,CYP2C55
mmu01100,Metabolic pathways,PIGX
mmu01100,Metabolic pathways,ENTPD8
mmu01100,Metabolic pathways,UGT2A3
mmu01100,Metabolic pathways,ADPGK
mmu01100,Metabolic pathways,PGM1
mmu01100,Metabolic pathways,CDA
mmu01100,Metabolic pathways,B3GNT3
mmu01100,Metabolic pathways,CYP2C65
mmu01100,Metabolic pathways,PLCD3
mmu01100,Metabolic pathways,ALDH1B1
mmu01100,Metabolic pathways,PCBD2
mmu01100,Metabolic pathways,B3GAT3
mmu01100,Metabolic pathways,MBLAC2
mmu01100,Metabolic pathways,NDUFV2
mmu01100,Metabolic pathways,PHYKPL
mmu01100,Metabolic pathways,TYMP
mmu01100,Metabolic pathways,TM7SF2
mmu01100,Metabolic pathways,SETD7
mmu01100,Metabolic pathways,PHOSPHO2
mmu01100,Metabolic pathways,ALDH3B3
mmu01100,Metabolic pathways,NUDT16L2
mmu01100,Metabolic pathways,CAMKMT
mmu01100,Metabolic pathways,GUCY2G
mmu01100,Metabolic pathways,MCEE
mmu01100,Metabolic pathways,GADL1
mmu01100,Metabolic pathways,ATP6V1D
mmu01100,Metabolic pathways,4930438A08RIK
mmu01100,Metabolic pathways,PLCE1
mmu01100,Metabolic pathways,NMNAT3
mmu01100,Metabolic pathways,NPL
mmu01100,Metabolic pathways,DMGDH
mmu01100,Metabolic pathways,CYP2S1
mmu01100,Metabolic pathways,EHHADH
mmu01100,Metabolic pathways,ACOT12
mmu01100,Metabolic pathways,NUDT9
mmu01100,Metabolic pathways,GBE1
mmu01100,Metabolic pathways,ACSL3
mmu01100,Metabolic pathways,CHPF
mmu01100,Metabolic pathways,GALE
mmu01100,Metabolic pathways,MTMR3
mmu01100,Metabolic pathways,AHCYL2
mmu01100,Metabolic pathways,HYAL6
mmu01100,Metabolic pathways,TKTL2
mmu01100,Metabolic pathways,SGMS2
mmu01100,Metabolic pathways,PANK2
mmu01100,Metabolic pathways,PGS1
mmu01100,Metabolic pathways,HYAL5
mmu01100,Metabolic pathways,CYP2J9
mmu01100,Metabolic pathways,PCK2
mmu01100,Metabolic pathways,ELOVL7
mmu01100,Metabolic pathways,CDS1
mmu01100,Metabolic pathways,SHPK
mmu01100,Metabolic pathways,POMK
mmu01100,Metabolic pathways,SETMAR
mmu01100,Metabolic pathways,DHCR24
mmu01100,Metabolic pathways,PIK3CB
mmu01100,Metabolic pathways,ATP6V1E2
mmu01100,Metabolic pathways,ETNK1
mmu01100,Metabolic pathways,SIRT4
mmu01100,Metabolic pathways,NDUFS7
mmu01100,Metabolic pathways,KMT2B
mmu01100,Metabolic pathways,PRPS1L1
mmu01100,Metabolic pathways,OPLAH
mmu01100,Metabolic pathways,COX8C
mmu01100,Metabolic pathways,GPX6
mmu01100,Metabolic pathways,FPGT
mmu01100,Metabolic pathways,ACYP2
mmu01100,Metabolic pathways,FGGY
mmu01100,Metabolic pathways,GNS
mmu01100,Metabolic pathways,IPPK
mmu01100,Metabolic pathways,NUDT16
mmu01100,Metabolic pathways,IDNK
mmu01100,Metabolic pathways,PANK1
mmu01100,Metabolic pathways,THEM4
mmu01100,Metabolic pathways,CRPPA
mmu01100,Metabolic pathways,GSTT4
mmu01100,Metabolic pathways,AGMAT
mmu01100,Metabolic pathways,CANT1
mmu01100,Metabolic pathways,GANC
mmu01100,Metabolic pathways,GRHPR
mmu01100,Metabolic pathways,ATP6V0E2
mmu01100,Metabolic pathways,GSTK1
mmu01100,Metabolic pathways,FADS1
mmu01100,Metabolic pathways,GPT
mmu01100,Metabolic pathways,TGDS
mmu01100,Metabolic pathways,CAR12
mmu01100,Metabolic pathways,IP6K2
mmu01100,Metabolic pathways,AOC1
mmu01100,Metabolic pathways,QRSL1
mmu01100,Metabolic pathways,GOT1L1
mmu01100,Metabolic pathways,UPP2
mmu01100,Metabolic pathways,CKMT2
mmu01100,Metabolic pathways,ALPI
mmu01100,Metabolic pathways,CERS2
mmu01100,Metabolic pathways,B3GAT1
mmu01100,Metabolic pathways,NT5C2
mmu01100,Metabolic pathways,URAH
mmu01100,Metabolic pathways,HYAL4
mmu01100,Metabolic pathways,MTMR2
mmu01100,Metabolic pathways,AKR1C21
mmu01100,Metabolic pathways,AGL
mmu01100,Metabolic pathways,SMPD4
mmu01100,Metabolic pathways,EHMT1
mmu01100,Metabolic pathways,MMAB
mmu01100,Metabolic pathways,RDH12
mmu01100,Metabolic pathways,MCCC2
mmu01100,Metabolic pathways,COX7B2
mmu01100,Metabolic pathways,NDUFV3
mmu01100,Metabolic pathways,PLA2G4D
mmu01100,Metabolic pathways,PDE6H
mmu01100,Metabolic pathways,ACSBG3
mmu01100,Metabolic pathways,CSGALNACT2
mmu01100,Metabolic pathways,GALNT15
mmu01100,Metabolic pathways,AK7
mmu01100,Metabolic pathways,AACS
mmu01100,Metabolic pathways,NADSYN1
mmu01100,Metabolic pathways,DLST
mmu01100,Metabolic pathways,CHSY3
mmu01100,Metabolic pathways,SRD5A1
mmu01100,Metabolic pathways,PIGT
mmu01100,Metabolic pathways,NME3
mmu01100,Metabolic pathways,TOMT
mmu01100,Metabolic pathways,LRAT
mmu01100,Metabolic pathways,ALDOART2
mmu01100,Metabolic pathways,LIAS
mmu01100,Metabolic pathways,CAR15
mmu01100,Metabolic pathways,ABO
mmu01100,Metabolic pathways,ACOX3
mmu01100,Metabolic pathways,UCK2
mmu01100,Metabolic pathways,SGPP1
mmu01100,Metabolic pathways,CHIA1
mmu01100,Metabolic pathways,NDST3
mmu01100,Metabolic pathways,SACM1L
mmu01100,Metabolic pathways,TKTL1
mmu01100,Metabolic pathways,ELOVL4
mmu01100,Metabolic pathways,PI4K2A
mmu01100,Metabolic pathways,SETDB1
mmu01100,Metabolic pathways,COX4I2
mmu01100,Metabolic pathways,NAT8F2
mmu01100,Metabolic pathways,NAT8F3
mmu01100,Metabolic pathways,GLCE
mmu01100,Metabolic pathways,ACOX2
mmu01100,Metabolic pathways,ECHS1
mmu01100,Metabolic pathways,SIRT1
mmu01100,Metabolic pathways,CERS1
mmu01100,Metabolic pathways,B3GALT5
mmu01100,Metabolic pathways,ALLC
mmu01100,Metabolic pathways,ACSBG1
mmu01100,Metabolic pathways,NANS
mmu01100,Metabolic pathways,C1GALT1
mmu01100,Metabolic pathways,UGT2A1
mmu01100,Metabolic pathways,SRD5A2
mmu01100,Metabolic pathways,UGT1A6A
mmu01100,Metabolic pathways,PTGES2
mmu01100,Metabolic pathways,HADHA
mmu01100,Metabolic pathways,MTMR14
mmu01100,Metabolic pathways,QARS1
mmu01100,Metabolic pathways,B3GALNT2
mmu01100,Metabolic pathways,KMO
mmu01100,Metabolic pathways,LBR
mmu01100,Metabolic pathways,CHST10
mmu01100,Metabolic pathways,RDH10
mmu01100,Metabolic pathways,LPCAT4
mmu01100,Metabolic pathways,POMT1
mmu01100,Metabolic pathways,OLAH
mmu01100,Metabolic pathways,DPYD
mmu01100,Metabolic pathways,CEPT1
mmu01200,Carbon metabolism,ESD-PS
mmu01200,Carbon metabolism,H6PD
mmu01200,Carbon metabolism,PSPH
mmu01200,Carbon metabolism,GCK
mmu01200,Carbon metabolism,GLDC
mmu01200,Carbon metabolism,ALDH6A1
mmu01200,Carbon metabolism,ME2
mmu01200,Carbon metabolism,PSAT1
mmu01200,Carbon metabolism,SHMT2
mmu01200,Carbon metabolism,GPT2
mmu01200,Carbon metabolism,ME3
mmu01200,Carbon metabolism,PGD
mmu01200,Carbon metabolism,ACAT1
mmu01200,Carbon metabolism,ACAT2
mmu01200,Carbon metabolism,PRPS2
mmu01200,Carbon metabolism,PCCA
mmu01200,Carbon metabolism,ACADS
mmu01200,Carbon metabolism,ACO1
mmu01200,Carbon metabolism,ACO2
mmu01200,Carbon metabolism,ACOX1
mmu01200,Carbon metabolism,ADH5
mmu01200,Carbon metabolism,GM29667
mmu01200,Carbon metabolism,AGXT
mmu01200,Carbon metabolism,ALDOA
mmu01200,Carbon metabolism,ALDOC
mmu01200,Carbon metabolism,CAT
mmu01200,Carbon metabolism,CS
mmu01200,Carbon metabolism,DLD
mmu01200,Carbon metabolism,ENO1
mmu01200,Carbon metabolism,ENO2
mmu01200,Carbon metabolism,ENO3
mmu01200,Carbon metabolism,ESD
mmu01200,Carbon metabolism,FBP2
mmu01200,Carbon metabolism,FBP1
mmu01200,Carbon metabolism,FH1
mmu01200,Carbon metabolism,G6PD2
mmu01200,Carbon metabolism,G6PDX
mmu01200,Carbon metabolism,GAPDH
mmu01200,Carbon metabolism,GLUD1
mmu01200,Carbon metabolism,GOT1
mmu01200,Carbon metabolism,GOT2
mmu01200,Carbon metabolism,GPI1
mmu01200,Carbon metabolism,HAO1
mmu01200,Carbon metabolism,HK1
mmu01200,Carbon metabolism,HK2
mmu01200,Carbon metabolism,IDH1
mmu01200,Carbon metabolism,IDH3G
mmu01200,Carbon metabolism,IDH3B
mmu01200,Carbon metabolism,ME1
mmu01200,Carbon metabolism,MDH2
mmu01200,Carbon metabolism,MDH1
mmu01200,Carbon metabolism,MMUT
mmu01200,Carbon metabolism,OGDH
mmu01200,Carbon metabolism,PCX
mmu01200,Carbon metabolism,PDHA1
mmu01200,Carbon metabolism,PDHA2
mmu01200,Carbon metabolism,PFKL
mmu01200,Carbon metabolism,PFKM
mmu01200,Carbon metabolism,PGAM1
mmu01200,Carbon metabolism,PGK1
mmu01200,Carbon metabolism,PGK2
mmu01200,Carbon metabolism,PKM
mmu01200,Carbon metabolism,PKLR
mmu01200,Carbon metabolism,PRPS1
mmu01200,Carbon metabolism,RGN
mmu01200,Carbon metabolism,RPIA
mmu01200,Carbon metabolism,SHMT1
mmu01200,Carbon metabolism,SUCLA2
mmu01200,Carbon metabolism,SUCLG2
mmu01200,Carbon metabolism,HK3
mmu01200,Carbon metabolism,TALDO1
mmu01200,Carbon metabolism,HKDC1
mmu01200,Carbon metabolism,TKT
mmu01200,Carbon metabolism,TPI1
mmu01200,Carbon metabolism,ACAT3
mmu01200,Carbon metabolism,TKFC
mmu01200,Carbon metabolism,ENO4
mmu01200,Carbon metabolism,HIBCH
mmu01200,Carbon metabolism,CPS1
mmu01200,Carbon metabolism,ALDOB
mmu01200,Carbon metabolism,SDS
mmu01200,Carbon metabolism,DLAT
mmu01200,Carbon metabolism,GLYCTK
mmu01200,Carbon metabolism,PHGDH
mmu01200,Carbon metabolism,OGDHL
mmu01200,Carbon metabolism,4933405O20RIK
mmu01200,Carbon metabolism,SDSL
mmu01200,Carbon metabolism,AGXT2
mmu01200,Carbon metabolism,IDH2
mmu01200,Carbon metabolism,PRPS1L3
mmu01200,Carbon metabolism,ALDOART1
mmu01200,Carbon metabolism,ENO1B
mmu01200,Carbon metabolism,AMT
mmu01200,Carbon metabolism,PGAM2
mmu01200,Carbon metabolism,HAO2
mmu01200,Carbon metabolism,PFKP
mmu01200,Carbon metabolism,SUCLG1
mmu01200,Carbon metabolism,ACSS2
mmu01200,Carbon metabolism,SDHC
mmu01200,Carbon metabolism,PGLS
mmu01200,Carbon metabolism,RPE
mmu01200,Carbon metabolism,PCCB
mmu01200,Carbon metabolism,SDHD
mmu01200,Carbon metabolism,SDHA
mmu01200,Carbon metabolism,PGP
mmu01200,Carbon metabolism,SDHB
mmu01200,Carbon metabolism,IDH3A
mmu01200,Carbon metabolism,GCSH
mmu01200,Carbon metabolism,PDHB
mmu01200,Carbon metabolism,ACSS1
mmu01200,Carbon metabolism,CSL
mmu01200,Carbon metabolism,ADPGK
mmu01200,Carbon metabolism,MCEE
mmu01200,Carbon metabolism,TKTL2
mmu01200,Carbon metabolism,PRPS1L1
mmu01200,Carbon metabolism,IDNK
mmu01200,Carbon metabolism,GPT
mmu01200,Carbon metabolism,GOT1L1
mmu01200,Carbon metabolism,DLST
mmu01200,Carbon metabolism,ALDOART2
mmu01200,Carbon metabolism,ACOX3
mmu01200,Carbon metabolism,TKTL1
mmu01200,Carbon metabolism,ECHS1
mmu01210,2-Oxocarboxylic acid metabolism,GPT2
mmu01210,2-Oxocarboxylic acid metabolism,ACY1
mmu01210,2-Oxocarboxylic acid metabolism,ACO1
mmu01210,2-Oxocarboxylic acid metabolism,ACO2
mmu01210,2-Oxocarboxylic acid metabolism,AGXT
mmu01210,2-Oxocarboxylic acid metabolism,BCAT1
mmu01210,2-Oxocarboxylic acid metabolism,BCAT2
mmu01210,2-Oxocarboxylic acid metabolism,BCKDHA
mmu01210,2-Oxocarboxylic acid metabolism,BCKDHB
mmu01210,2-Oxocarboxylic acid metabolism,CS
mmu01210,2-Oxocarboxylic acid metabolism,DBT
mmu01210,2-Oxocarboxylic acid metabolism,DLD
mmu01210,2-Oxocarboxylic acid metabolism,GOT1
mmu01210,2-Oxocarboxylic acid metabolism,GOT2
mmu01210,2-Oxocarboxylic acid metabolism,IDH1
mmu01210,2-Oxocarboxylic acid metabolism,IDH3G
mmu01210,2-Oxocarboxylic acid metabolism,IDH3B
mmu01210,2-Oxocarboxylic acid metabolism,OGDH
mmu01210,2-Oxocarboxylic acid metabolism,PDHA1
mmu01210,2-Oxocarboxylic acid metabolism,PDHA2
mmu01210,2-Oxocarboxylic acid metabolism,DHTKD1
mmu01210,2-Oxocarboxylic acid metabolism,NAGS
mmu01210,2-Oxocarboxylic acid metabolism,DLAT
mmu01210,2-Oxocarboxylic acid metabolism,OGDHL
mmu01210,2-Oxocarboxylic acid metabolism,AADAT
mmu01210,2-Oxocarboxylic acid metabolism,4933405O20RIK
mmu01210,2-Oxocarboxylic acid metabolism,AGXT2
mmu01210,2-Oxocarboxylic acid metabolism,IDH2
mmu01210,2-Oxocarboxylic acid metabolism,IDH3A
mmu01210,2-Oxocarboxylic acid metabolism,PDHB
mmu01210,2-Oxocarboxylic acid metabolism,CSL
mmu01210,2-Oxocarboxylic acid metabolism,GPT
mmu01210,2-Oxocarboxylic acid metabolism,GOT1L1
mmu01210,2-Oxocarboxylic acid metabolism,DLST
mmu01212,Fatty acid metabolism,TECR
mmu01212,Fatty acid metabolism,ACACA
mmu01212,Fatty acid metabolism,HTD2
mmu01212,Fatty acid metabolism,ACAT1
mmu01212,Fatty acid metabolism,ACAT2
mmu01212,Fatty acid metabolism,ACADL
mmu01212,Fatty acid metabolism,ACADM
mmu01212,Fatty acid metabolism,ACADVL
mmu01212,Fatty acid metabolism,ACAA1A
mmu01212,Fatty acid metabolism,ACADS
mmu01212,Fatty acid metabolism,ACOX1
mmu01212,Fatty acid metabolism,ELOVL3
mmu01212,Fatty acid metabolism,CPT1A
mmu01212,Fatty acid metabolism,CPT1B
mmu01212,Fatty acid metabolism,CPT2
mmu01212,Fatty acid metabolism,ACSL1
mmu01212,Fatty acid metabolism,FASN
mmu01212,Fatty acid metabolism,HSD17B8
mmu01212,Fatty acid metabolism,HADH
mmu01212,Fatty acid metabolism,HSD17B4
mmu01212,Fatty acid metabolism,ELOVL6
mmu01212,Fatty acid metabolism,PPT1
mmu01212,Fatty acid metabolism,SCD1
mmu01212,Fatty acid metabolism,SCD2
mmu01212,Fatty acid metabolism,SCP2
mmu01212,Fatty acid metabolism,ACSL6
mmu01212,Fatty acid metabolism,MCAT
mmu01212,Fatty acid metabolism,ACAT3
mmu01212,Fatty acid metabolism,HADHB
mmu01212,Fatty acid metabolism,CBR4
mmu01212,Fatty acid metabolism,ACAA1B
mmu01212,Fatty acid metabolism,ACSF3
mmu01212,Fatty acid metabolism,MECR
mmu01212,Fatty acid metabolism,SCD3
mmu01212,Fatty acid metabolism,HACD1
mmu01212,Fatty acid metabolism,ACSBG2
mmu01212,Fatty acid metabolism,SCD4
mmu01212,Fatty acid metabolism,ACSL5
mmu01212,Fatty acid metabolism,ACSL4
mmu01212,Fatty acid metabolism,ACAA2
mmu01212,Fatty acid metabolism,ELOVL1
mmu01212,Fatty acid metabolism,ELOVL2
mmu01212,Fatty acid metabolism,PPT2
mmu01212,Fatty acid metabolism,HSD17B12
mmu01212,Fatty acid metabolism,FADS2
mmu01212,Fatty acid metabolism,HACD3
mmu01212,Fatty acid metabolism,HACD4
mmu01212,Fatty acid metabolism,ACADSB
mmu01212,Fatty acid metabolism,ELOVL5
mmu01212,Fatty acid metabolism,HACD2
mmu01212,Fatty acid metabolism,OXSM
mmu01212,Fatty acid metabolism,EHHADH
mmu01212,Fatty acid metabolism,ACSL3
mmu01212,Fatty acid metabolism,ELOVL7
mmu01212,Fatty acid metabolism,FADS1
mmu01212,Fatty acid metabolism,CPT1C
mmu01212,Fatty acid metabolism,ACSBG3
mmu01212,Fatty acid metabolism,ACOX3
mmu01212,Fatty acid metabolism,ELOVL4
mmu01212,Fatty acid metabolism,ECHS1
mmu01212,Fatty acid metabolism,ACSBG1
mmu01212,Fatty acid metabolism,HADHA
mmu01230,Biosynthesis of amino acids,PSPH
mmu01230,Biosynthesis of amino acids,PSAT1
mmu01230,Biosynthesis of amino acids,CTH
mmu01230,Biosynthesis of amino acids,SHMT2
mmu01230,Biosynthesis of amino acids,MAT2B
mmu01230,Biosynthesis of amino acids,GPT2
mmu01230,Biosynthesis of amino acids,ACY1
mmu01230,Biosynthesis of amino acids,ASL
mmu01230,Biosynthesis of amino acids,PRPS2
mmu01230,Biosynthesis of amino acids,ACO1
mmu01230,Biosynthesis of amino acids,ACO2
mmu01230,Biosynthesis of amino acids,GM29667
mmu01230,Biosynthesis of amino acids,ALDOA
mmu01230,Biosynthesis of amino acids,ALDOC
mmu01230,Biosynthesis of amino acids,MAT1A
mmu01230,Biosynthesis of amino acids,ARG1
mmu01230,Biosynthesis of amino acids,ARG2
mmu01230,Biosynthesis of amino acids,ASS1
mmu01230,Biosynthesis of amino acids,BCAT1
mmu01230,Biosynthesis of amino acids,BCAT2
mmu01230,Biosynthesis of amino acids,CBS
mmu01230,Biosynthesis of amino acids,CS
mmu01230,Biosynthesis of amino acids,ENO1
mmu01230,Biosynthesis of amino acids,ENO2
mmu01230,Biosynthesis of amino acids,ENO3
mmu01230,Biosynthesis of amino acids,GAPDH
mmu01230,Biosynthesis of amino acids,GLUL
mmu01230,Biosynthesis of amino acids,GOT1
mmu01230,Biosynthesis of amino acids,GOT2
mmu01230,Biosynthesis of amino acids,IDH1
mmu01230,Biosynthesis of amino acids,IDH3G
mmu01230,Biosynthesis of amino acids,IDH3B
mmu01230,Biosynthesis of amino acids,OTC
mmu01230,Biosynthesis of amino acids,PAH
mmu01230,Biosynthesis of amino acids,PCX
mmu01230,Biosynthesis of amino acids,PFKL
mmu01230,Biosynthesis of amino acids,PFKM
mmu01230,Biosynthesis of amino acids,PGAM1
mmu01230,Biosynthesis of amino acids,PGK1
mmu01230,Biosynthesis of amino acids,PGK2
mmu01230,Biosynthesis of amino acids,PKM
mmu01230,Biosynthesis of amino acids,PKLR
mmu01230,Biosynthesis of amino acids,PRPS1
mmu01230,Biosynthesis of amino acids,RPIA
mmu01230,Biosynthesis of amino acids,SHMT1
mmu01230,Biosynthesis of amino acids,PYCR1
mmu01230,Biosynthesis of amino acids,TALDO1
mmu01230,Biosynthesis of amino acids,NAGS
mmu01230,Biosynthesis of amino acids,TKT
mmu01230,Biosynthesis of amino acids,TPI1
mmu01230,Biosynthesis of amino acids,ENO4
mmu01230,Biosynthesis of amino acids,CPS1
mmu01230,Biosynthesis of amino acids,ALDOB
mmu01230,Biosynthesis of amino acids,SDS
mmu01230,Biosynthesis of amino acids,MAT2A
mmu01230,Biosynthesis of amino acids,PHGDH
mmu01230,Biosynthesis of amino acids,MTR
mmu01230,Biosynthesis of amino acids,4933405O20RIK
mmu01230,Biosynthesis of amino acids,SDSL
mmu01230,Biosynthesis of amino acids,IDH2
mmu01230,Biosynthesis of amino acids,ASNS
mmu01230,Biosynthesis of amino acids,PRPS1L3
mmu01230,Biosynthesis of amino acids,ALDOART1
mmu01230,Biosynthesis of amino acids,ENO1B
mmu01230,Biosynthesis of amino acids,PGAM2
mmu01230,Biosynthesis of amino acids,PFKP
mmu01230,Biosynthesis of amino acids,ALDH18A1
mmu01230,Biosynthesis of amino acids,PYCR3
mmu01230,Biosynthesis of amino acids,RPE
mmu01230,Biosynthesis of amino acids,IDH3A
mmu01230,Biosynthesis of amino acids,PYCR2
mmu01230,Biosynthesis of amino acids,THA1
mmu01230,Biosynthesis of amino acids,CSL
mmu01230,Biosynthesis of amino acids,TKTL2
mmu01230,Biosynthesis of amino acids,PRPS1L1
mmu01230,Biosynthesis of amino acids,GPT
mmu01230,Biosynthesis of amino acids,GOT1L1
