pathway_id,pathway_name,Gene
mmu00010,Glycolysis / Gluconeogenesis,GCK
mmu00010,Glycolysis / Gluconeogenesis,LDHAL6B
mmu00010,Glycolysis / Gluconeogenesis,ALDH7A1
mmu00010,Glycolysis / Gluconeogenesis,ADH1
mmu00010,Glycolysis / Gluconeogenesis,ADH7
mmu00010,Glycolysis / Gluconeogenesis,ADH5
mmu00010,Glycolysis / Gluconeogenesis,GM29667
mmu00010,Glycolysis / Gluconeogenesis,ALDH2
mmu00010,Glycolysis / Gluconeogenesis,ALDH3A1
mmu00010,Glycolysis / Gluconeogenesis,ALDH3A2
mmu00010,Glycolysis / Gluconeogenesis,ALDOA
mmu00010,Glycolysis / Gluconeogenesis,ALDOC
mmu00010,Glycolysis / Gluconeogenesis,BPGM
mmu00010,Glycolysis / Gluconeogenesis,DLD
mmu00010,Glycolysis / Gluconeogenesis,ENO1
mmu00010,Glycolysis / Gluconeogenesis,ENO2
mmu00010,Glycolysis / Gluconeogenesis,ENO3
mmu00010,Glycolysis / Gluconeogenesis,FBP2
mmu00010,Glycolysis / Gluconeogenesis,FBP1
mmu00010,Glycolysis / Gluconeogenesis,G6PC1
mmu00010,Glycolysis / Gluconeogenesis,G6PC2
mmu00010,Glycolysis / Gluconeogenesis,GAPDH
mmu00010,Glycolysis / Gluconeogenesis,GAPDHS
mmu00010,Glycolysis / Gluconeogenesis,GPI1
mmu00010,Glycolysis / Gluconeogenesis,HK1
mmu00010,Glycolysis / Gluconeogenesis,HK2
mmu00010,Glycolysis / Gluconeogenesis,LDHA
mmu00010,Glycolysis / Gluconeogenesis,LDHB
mmu00010,Glycolysis / Gluconeogenesis,LDHC
mmu00010,Glycolysis / Gluconeogenesis,MINPP1
mmu00010,Glycolysis / Gluconeogenesis,PCK1
mmu00010,Glycolysis / Gluconeogenesis,PDHA1
mmu00010,Glycolysis / Gluconeogenesis,PDHA2
mmu00010,Glycolysis / Gluconeogenesis,PFKL
mmu00010,Glycolysis / Gluconeogenesis,PFKM
mmu00010,Glycolysis / Gluconeogenesis,PGAM1
mmu00010,Glycolysis / Gluconeogenesis,PGK1
mmu00010,Glycolysis / Gluconeogenesis,PGK2
mmu00010,Glycolysis / Gluconeogenesis,PKM
mmu00010,Glycolysis / Gluconeogenesis,PKLR
mmu00010,Glycolysis / Gluconeogenesis,HK3
mmu00010,Glycolysis / Gluconeogenesis,HKDC1
mmu00010,Glycolysis / Gluconeogenesis,TPI1
mmu00010,Glycolysis / Gluconeogenesis,ENO4
mmu00010,Glycolysis / Gluconeogenesis,ALDOB
mmu00010,Glycolysis / Gluconeogenesis,DLAT
mmu00010,Glycolysis / Gluconeogenesis,ADH4
mmu00010,Glycolysis / Gluconeogenesis,GALM
mmu00010,Glycolysis / Gluconeogenesis,ALDOART1
mmu00010,Glycolysis / Gluconeogenesis,ENO1B
mmu00010,Glycolysis / Gluconeogenesis,PGAM2
mmu00010,Glycolysis / Gluconeogenesis,PFKP
mmu00010,Glycolysis / Gluconeogenesis,ALDH9A1
mmu00010,Glycolysis / Gluconeogenesis,AKR1A1
mmu00010,Glycolysis / Gluconeogenesis,ACSS2
mmu00010,Glycolysis / Gluconeogenesis,ALDH3B2
mmu00010,Glycolysis / Gluconeogenesis,PGM2
mmu00010,Glycolysis / Gluconeogenesis,ALDH3B1
mmu00010,Glycolysis / Gluconeogenesis,PDHB
mmu00010,Glycolysis / Gluconeogenesis,G6PC3
mmu00010,Glycolysis / Gluconeogenesis,ACSS1
mmu00010,Glycolysis / Gluconeogenesis,ADPGK
mmu00010,Glycolysis / Gluconeogenesis,PGM1
mmu00010,Glycolysis / Gluconeogenesis,ALDH1B1
mmu00010,Glycolysis / Gluconeogenesis,ALDH3B3
mmu00010,Glycolysis / Gluconeogenesis,PCK2
mmu00010,Glycolysis / Gluconeogenesis,ALDOART2
mmu00020,Citrate cycle (TCA cycle),ACLY
mmu00020,Citrate cycle (TCA cycle),ACO1
mmu00020,Citrate cycle (TCA cycle),ACO2
mmu00020,Citrate cycle (TCA cycle),CS
mmu00020,Citrate cycle (TCA cycle),DLD
mmu00020,Citrate cycle (TCA cycle),FH1
mmu00020,Citrate cycle (TCA cycle),IDH1
mmu00020,Citrate cycle (TCA cycle),IDH3G
mmu00020,Citrate cycle (TCA cycle),IDH3B
mmu00020,Citrate cycle (TCA cycle),MDH2
mmu00020,Citrate cycle (TCA cycle),MDH1
mmu00020,Citrate cycle (TCA cycle),OGDH
mmu00020,Citrate cycle (TCA cycle),PCK1
mmu00020,Citrate cycle (TCA cycle),PCX
mmu00020,Citrate cycle (TCA cycle),PDHA1
mmu00020,Citrate cycle (TCA cycle),PDHA2
mmu00020,Citrate cycle (TCA cycle),SUCLA2
mmu00020,Citrate cycle (TCA cycle),SUCLG2
mmu00020,Citrate cycle (TCA cycle),DLAT
mmu00020,Citrate cycle (TCA cycle),OGDHL
mmu00020,Citrate cycle (TCA cycle),4933405O20RIK
mmu00020,Citrate cycle (TCA cycle),IDH2
mmu00020,Citrate cycle (TCA cycle),SUCLG1
mmu00020,Citrate cycle (TCA cycle),SDHC
mmu00020,Citrate cycle (TCA cycle),SDHD
mmu00020,Citrate cycle (TCA cycle),SDHA
mmu00020,Citrate cycle (TCA cycle),SDHB
mmu00020,Citrate cycle (TCA cycle),IDH3A
mmu00020,Citrate cycle (TCA cycle),PDHB
mmu00020,Citrate cycle (TCA cycle),CSL
mmu00020,Citrate cycle (TCA cycle),PCK2
mmu00020,Citrate cycle (TCA cycle),DLST
mmu00030,Pentose phosphate pathway,H6PD
mmu00030,Pentose phosphate pathway,PGD
mmu00030,Pentose phosphate pathway,PRPS2
mmu00030,Pentose phosphate pathway,ALDOA
mmu00030,Pentose phosphate pathway,ALDOC
mmu00030,Pentose phosphate pathway,FBP2
mmu00030,Pentose phosphate pathway,FBP1
mmu00030,Pentose phosphate pathway,G6PD2
mmu00030,Pentose phosphate pathway,G6PDX
mmu00030,Pentose phosphate pathway,GPI1
mmu00030,Pentose phosphate pathway,PFKL
mmu00030,Pentose phosphate pathway,PFKM
mmu00030,Pentose phosphate pathway,PRPS1
mmu00030,Pentose phosphate pathway,RGN
mmu00030,Pentose phosphate pathway,RPIA
mmu00030,Pentose phosphate pathway,TALDO1
mmu00030,Pentose phosphate pathway,TKT
mmu00030,Pentose phosphate pathway,ALDOB
mmu00030,Pentose phosphate pathway,DERA
mmu00030,Pentose phosphate pathway,GLYCTK
mmu00030,Pentose phosphate pathway,PRPS1L3
mmu00030,Pentose phosphate pathway,ALDOART1
mmu00030,Pentose phosphate pathway,PFKP
mmu00030,Pentose phosphate pathway,PGLS
mmu00030,Pentose phosphate pathway,RPE
mmu00030,Pentose phosphate pathway,PGM2
mmu00030,Pentose phosphate pathway,RBKS
mmu00030,Pentose phosphate pathway,PGM1
mmu00030,Pentose phosphate pathway,TKTL2
mmu00030,Pentose phosphate pathway,SHPK
mmu00030,Pentose phosphate pathway,PRPS1L1
mmu00030,Pentose phosphate pathway,IDNK
mmu00030,Pentose phosphate pathway,ALDOART2
mmu00030,Pentose phosphate pathway,TKTL1
mmu00040,Pentose and glucuronate interconversions,UGT2B38
mmu00040,Pentose and glucuronate interconversions,UGT2B34
mmu00040,Pentose and glucuronate interconversions,XYLB
mmu00040,Pentose and glucuronate interconversions,GUSB
mmu00040,Pentose and glucuronate interconversions,UGT2B37
mmu00040,Pentose and glucuronate interconversions,AKR1B1
mmu00040,Pentose and glucuronate interconversions,AKR1B7
mmu00040,Pentose and glucuronate interconversions,AKR1B8
mmu00040,Pentose and glucuronate interconversions,KL
mmu00040,Pentose and glucuronate interconversions,SORD
mmu00040,Pentose and glucuronate interconversions,UGP2
mmu00040,Pentose and glucuronate interconversions,UGDH
mmu00040,Pentose and glucuronate interconversions,UGT1A2
mmu00040,Pentose and glucuronate interconversions,UGT2B5
mmu00040,Pentose and glucuronate interconversions,UGT2B36
mmu00040,Pentose and glucuronate interconversions,UGT2B35
mmu00040,Pentose and glucuronate interconversions,UGT1A10
mmu00040,Pentose and glucuronate interconversions,UGT1A7C
mmu00040,Pentose and glucuronate interconversions,UGT1A5
mmu00040,Pentose and glucuronate interconversions,UGT1A9
mmu00040,Pentose and glucuronate interconversions,UGT1A6B
mmu00040,Pentose and glucuronate interconversions,UGT1A1
mmu00040,Pentose and glucuronate interconversions,UGT2A2
mmu00040,Pentose and glucuronate interconversions,AKR1A1
mmu00040,Pentose and glucuronate interconversions,UGT1A8
mmu00040,Pentose and glucuronate interconversions,RPE
mmu00040,Pentose and glucuronate interconversions,AKR1B10
mmu00040,Pentose and glucuronate interconversions,DCXR
mmu00040,Pentose and glucuronate interconversions,CRYL1
mmu00040,Pentose and glucuronate interconversions,4931406C07RIK
mmu00040,Pentose and glucuronate interconversions,DHDH
mmu00040,Pentose and glucuronate interconversions,UGT2B1
mmu00040,Pentose and glucuronate interconversions,UGT2A3
mmu00040,Pentose and glucuronate interconversions,FGGY
mmu00040,Pentose and glucuronate interconversions,CRPPA
mmu00040,Pentose and glucuronate interconversions,UGT2A1
mmu00040,Pentose and glucuronate interconversions,UGT1A6A
mmu00051,Fructose and mannose metabolism,MPI
mmu00051,Fructose and mannose metabolism,ALDOA
mmu00051,Fructose and mannose metabolism,ALDOC
mmu00051,Fructose and mannose metabolism,AKR1B1
mmu00051,Fructose and mannose metabolism,AKR1B7
mmu00051,Fructose and mannose metabolism,FBP2
mmu00051,Fructose and mannose metabolism,FBP1
mmu00051,Fructose and mannose metabolism,AKR1B8
mmu00051,Fructose and mannose metabolism,HK1
mmu00051,Fructose and mannose metabolism,HK2
mmu00051,Fructose and mannose metabolism,KHK
mmu00051,Fructose and mannose metabolism,PFKFB3
mmu00051,Fructose and mannose metabolism,PFKFB1
mmu00051,Fructose and mannose metabolism,PFKFB2
mmu00051,Fructose and mannose metabolism,PFKL
mmu00051,Fructose and mannose metabolism,PFKM
mmu00051,Fructose and mannose metabolism,SORD
mmu00051,Fructose and mannose metabolism,HK3
mmu00051,Fructose and mannose metabolism,HKDC1
mmu00051,Fructose and mannose metabolism,GMDS
mmu00051,Fructose and mannose metabolism,TPI1
mmu00051,Fructose and mannose metabolism,GFUS
mmu00051,Fructose and mannose metabolism,TKFC
mmu00051,Fructose and mannose metabolism,ALDOB
mmu00051,Fructose and mannose metabolism,FCSK
mmu00051,Fructose and mannose metabolism,PFKFB4
mmu00051,Fructose and mannose metabolism,PMM1
mmu00051,Fructose and mannose metabolism,TIGAR
mmu00051,Fructose and mannose metabolism,GMPPB
mmu00051,Fructose and mannose metabolism,ALDOART1
mmu00051,Fructose and mannose metabolism,PMM2
mmu00051,Fructose and mannose metabolism,PFKP
mmu00051,Fructose and mannose metabolism,HSD17B14
mmu00051,Fructose and mannose metabolism,AKR1B10
mmu00051,Fructose and mannose metabolism,GMPPA
mmu00051,Fructose and mannose metabolism,FPGT
mmu00051,Fructose and mannose metabolism,ALDOART2
mmu00052,Galactose metabolism,GCK
mmu00052,Galactose metabolism,GLA
mmu00052,Galactose metabolism,AKR1B1
mmu00052,Galactose metabolism,AKR1B7
mmu00052,Galactose metabolism,GLB1
mmu00052,Galactose metabolism,AKR1B8
mmu00052,Galactose metabolism,G6PC1
mmu00052,Galactose metabolism,G6PC2
mmu00052,Galactose metabolism,GAA
mmu00052,Galactose metabolism,GALT
mmu00052,Galactose metabolism,B4GALT1
mmu00052,Galactose metabolism,GALK1
mmu00052,Galactose metabolism,HK1
mmu00052,Galactose metabolism,HK2
mmu00052,Galactose metabolism,LALBA
mmu00052,Galactose metabolism,PFKL
mmu00052,Galactose metabolism,PFKM
mmu00052,Galactose metabolism,HK3
mmu00052,Galactose metabolism,HKDC1
mmu00052,Galactose metabolism,UGP2
mmu00052,Galactose metabolism,LCT
mmu00052,Galactose metabolism,MGAM
mmu00052,Galactose metabolism,GALM
mmu00052,Galactose metabolism,B4GALT2
mmu00052,Galactose metabolism,PFKP
mmu00052,Galactose metabolism,PGM2
mmu00052,Galactose metabolism,AKR1B10
mmu00052,Galactose metabolism,G6PC3
mmu00052,Galactose metabolism,SIS
mmu00052,Galactose metabolism,PGM1
mmu00052,Galactose metabolism,GALE
mmu00052,Galactose metabolism,GANC
mmu00053,Ascorbate and aldarate metabolism,UGT2B38
mmu00053,Ascorbate and aldarate metabolism,UGT2B34
mmu00053,Ascorbate and aldarate metabolism,GUSB
mmu00053,Ascorbate and aldarate metabolism,ALDH7A1
mmu00053,Ascorbate and aldarate metabolism,UGT2B37
mmu00053,Ascorbate and aldarate metabolism,ALDH2
mmu00053,Ascorbate and aldarate metabolism,ALDH3A2
mmu00053,Ascorbate and aldarate metabolism,KL
mmu00053,Ascorbate and aldarate metabolism,RGN
mmu00053,Ascorbate and aldarate metabolism,UGDH
mmu00053,Ascorbate and aldarate metabolism,UGT1A2
mmu00053,Ascorbate and aldarate metabolism,UGT2B5
mmu00053,Ascorbate and aldarate metabolism,UGT2B36
mmu00053,Ascorbate and aldarate metabolism,UGT2B35
mmu00053,Ascorbate and aldarate metabolism,GULO
mmu00053,Ascorbate and aldarate metabolism,UGT1A10
mmu00053,Ascorbate and aldarate metabolism,UGT1A7C
mmu00053,Ascorbate and aldarate metabolism,UGT1A5
mmu00053,Ascorbate and aldarate metabolism,UGT1A9
mmu00053,Ascorbate and aldarate metabolism,UGT1A6B
mmu00053,Ascorbate and aldarate metabolism,UGT1A1
mmu00053,Ascorbate and aldarate metabolism,UGT2A2
mmu00053,Ascorbate and aldarate metabolism,MIOX
mmu00053,Ascorbate and aldarate metabolism,ALDH9A1
mmu00053,Ascorbate and aldarate metabolism,AKR1A1
mmu00053,Ascorbate and aldarate metabolism,UGT1A8
mmu00053,Ascorbate and aldarate metabolism,HSD17B14
mmu00053,Ascorbate and aldarate metabolism,UGT2B1
mmu00053,Ascorbate and aldarate metabolism,UGT2A3
mmu00053,Ascorbate and aldarate metabolism,ALDH1B1
mmu00053,Ascorbate and aldarate metabolism,UGT2A1
mmu00053,Ascorbate and aldarate metabolism,UGT1A6A
mmu00061,Fatty acid biosynthesis,ACACB
mmu00061,Fatty acid biosynthesis,ACACA
mmu00061,Fatty acid biosynthesis,HTD2
mmu00061,Fatty acid biosynthesis,ACSL1
mmu00061,Fatty acid biosynthesis,FASN
mmu00061,Fatty acid biosynthesis,HSD17B8
mmu00061,Fatty acid biosynthesis,ACSL6
mmu00061,Fatty acid biosynthesis,MCAT
mmu00061,Fatty acid biosynthesis,CBR4
mmu00061,Fatty acid biosynthesis,ACSF3
mmu00061,Fatty acid biosynthesis,MECR
mmu00061,Fatty acid biosynthesis,ACSBG2
mmu00061,Fatty acid biosynthesis,ACSL5
mmu00061,Fatty acid biosynthesis,ACSL4
mmu00061,Fatty acid biosynthesis,OXSM
mmu00061,Fatty acid biosynthesis,ACSL3
mmu00061,Fatty acid biosynthesis,ACSBG3
mmu00061,Fatty acid biosynthesis,ACSBG1
mmu00061,Fatty acid biosynthesis,OLAH
mmu00062,Fatty acid elongation,TECR
mmu00062,Fatty acid elongation,ELOVL3
mmu00062,Fatty acid elongation,HADH
mmu00062,Fatty acid elongation,ELOVL6
mmu00062,Fatty acid elongation,ACOT2
mmu00062,Fatty acid elongation,ACOT3
mmu00062,Fatty acid elongation,ACOT4
mmu00062,Fatty acid elongation,PPT1
mmu00062,Fatty acid elongation,ACOT5
mmu00062,Fatty acid elongation,HADHB
mmu00062,Fatty acid elongation,ACOT1
mmu00062,Fatty acid elongation,MECR
mmu00062,Fatty acid elongation,HACD1
mmu00062,Fatty acid elongation,ACAA2
mmu00062,Fatty acid elongation,ELOVL1
mmu00062,Fatty acid elongation,ELOVL2
mmu00062,Fatty acid elongation,PPT2
mmu00062,Fatty acid elongation,HSD17B12
mmu00062,Fatty acid elongation,HACD3
mmu00062,Fatty acid elongation,THEM5
mmu00062,Fatty acid elongation,HACD4
mmu00062,Fatty acid elongation,ELOVL5
mmu00062,Fatty acid elongation,ACOT7
mmu00062,Fatty acid elongation,HACD2
mmu00062,Fatty acid elongation,MBLAC2
mmu00062,Fatty acid elongation,ELOVL7
mmu00062,Fatty acid elongation,THEM4
mmu00062,Fatty acid elongation,ELOVL4
mmu00062,Fatty acid elongation,ECHS1
mmu00062,Fatty acid elongation,HADHA
mmu00071,Fatty acid degradation,CYP4A32
mmu00071,Fatty acid degradation,ACAT1
mmu00071,Fatty acid degradation,ACAT2
mmu00071,Fatty acid degradation,ALDH7A1
mmu00071,Fatty acid degradation,ACADL
mmu00071,Fatty acid degradation,ACADM
mmu00071,Fatty acid degradation,ACADVL
mmu00071,Fatty acid degradation,ACAA1A
mmu00071,Fatty acid degradation,ACADS
mmu00071,Fatty acid degradation,ACOX1
mmu00071,Fatty acid degradation,ADH1
mmu00071,Fatty acid degradation,ADH7
mmu00071,Fatty acid degradation,ADH5
mmu00071,Fatty acid degradation,ALDH2
mmu00071,Fatty acid degradation,ALDH3A2
mmu00071,Fatty acid degradation,CPT1A
mmu00071,Fatty acid degradation,CPT1B
mmu00071,Fatty acid degradation,CPT2
mmu00071,Fatty acid degradation,CYP4A10
mmu00071,Fatty acid degradation,CYP4A12B
mmu00071,Fatty acid degradation,CYP4A14
mmu00071,Fatty acid degradation,ECI1
mmu00071,Fatty acid degradation,ACSL1
mmu00071,Fatty acid degradation,HADH
mmu00071,Fatty acid degradation,ACSL6
mmu00071,Fatty acid degradation,ACAT3
mmu00071,Fatty acid degradation,CYP4A29
mmu00071,Fatty acid degradation,HADHB
mmu00071,Fatty acid degradation,ACAA1B
mmu00071,Fatty acid degradation,ECI2
mmu00071,Fatty acid degradation,ADH4
mmu00071,Fatty acid degradation,GCDH
mmu00071,Fatty acid degradation,CYP4A12A
mmu00071,Fatty acid degradation,ACSBG2
mmu00071,Fatty acid degradation,ACSL5
mmu00071,Fatty acid degradation,CYP4A30B
mmu00071,Fatty acid degradation,ACSL4
mmu00071,Fatty acid degradation,ACAA2
mmu00071,Fatty acid degradation,ALDH9A1
mmu00071,Fatty acid degradation,CYP4A31
mmu00071,Fatty acid degradation,ACADSB
mmu00071,Fatty acid degradation,ECI3
mmu00071,Fatty acid degradation,CYP2U1
mmu00071,Fatty acid degradation,ALDH1B1
mmu00071,Fatty acid degradation,EHHADH
mmu00071,Fatty acid degradation,ACSL3
mmu00071,Fatty acid degradation,CPT1C
mmu00071,Fatty acid degradation,ACSBG3
mmu00071,Fatty acid degradation,ACOX3
mmu00071,Fatty acid degradation,ECHS1
mmu00071,Fatty acid degradation,ACSBG1
mmu00071,Fatty acid degradation,HADHA
mmu00100,Steroid biosynthesis,CEL
mmu00100,Steroid biosynthesis,CYP24A1
mmu00100,Steroid biosynthesis,CYP27B1
mmu00100,Steroid biosynthesis,CYP51
mmu00100,Steroid biosynthesis,DHCR7
mmu00100,Steroid biosynthesis,EBP
mmu00100,Steroid biosynthesis,FDFT1
mmu00100,Steroid biosynthesis,HSD17B7
mmu00100,Steroid biosynthesis,LIPA
mmu00100,Steroid biosynthesis,LSS
mmu00100,Steroid biosynthesis,NSDHL
mmu00100,Steroid biosynthesis,SOAT1
mmu00100,Steroid biosynthesis,SQLE
mmu00100,Steroid biosynthesis,SOAT2
mmu00100,Steroid biosynthesis,SC5D
mmu00100,Steroid biosynthesis,CYP2R1
mmu00100,Steroid biosynthesis,MSMO1
mmu00100,Steroid biosynthesis,TM7SF2
mmu00100,Steroid biosynthesis,DHCR24
mmu00100,Steroid biosynthesis,LBR
mmu00120,Primary bile acid biosynthesis,HSD3B7
mmu00120,Primary bile acid biosynthesis,CYP27A1
mmu00120,Primary bile acid biosynthesis,BAAT
mmu00120,Primary bile acid biosynthesis,CH25H
mmu00120,Primary bile acid biosynthesis,CYP46A1
mmu00120,Primary bile acid biosynthesis,CYP7A1
mmu00120,Primary bile acid biosynthesis,CYP7B1
mmu00120,Primary bile acid biosynthesis,CYP8B1
mmu00120,Primary bile acid biosynthesis,HSD17B4
mmu00120,Primary bile acid biosynthesis,ACOT8
mmu00120,Primary bile acid biosynthesis,AMACR
mmu00120,Primary bile acid biosynthesis,SCP2
mmu00120,Primary bile acid biosynthesis,AKR1D1
mmu00120,Primary bile acid biosynthesis,ACNAT2
mmu00120,Primary bile acid biosynthesis,ACNAT1
mmu00120,Primary bile acid biosynthesis,SLC27A5
mmu00120,Primary bile acid biosynthesis,CYP39A1
mmu00120,Primary bile acid biosynthesis,ACOX2
mmu00130,Ubiquinone and other terpenoid-quinone biosynthesis,COQ7
mmu00130,Ubiquinone and other terpenoid-quinone biosynthesis,HPD
mmu00130,Ubiquinone and other terpenoid-quinone biosynthesis,NQO1
mmu00130,Ubiquinone and other terpenoid-quinone biosynthesis,COQ6
mmu00130,Ubiquinone and other terpenoid-quinone biosynthesis,COQ4
mmu00130,Ubiquinone and other terpenoid-quinone biosynthesis,COQ3
mmu00130,Ubiquinone and other terpenoid-quinone biosynthesis,TAT
mmu00130,Ubiquinone and other terpenoid-quinone biosynthesis,VKORC1
mmu00130,Ubiquinone and other terpenoid-quinone biosynthesis,COQ5
mmu00130,Ubiquinone and other terpenoid-quinone biosynthesis,GGCX
mmu00130,Ubiquinone and other terpenoid-quinone biosynthesis,VKORC1L1
mmu00130,Ubiquinone and other terpenoid-quinone biosynthesis,COQ2
mmu00140,Steroid hormone biosynthesis,CYP3A41B
mmu00140,Steroid hormone biosynthesis,CYP3A59
mmu00140,Steroid hormone biosynthesis,CYP2C69
mmu00140,Steroid hormone biosynthesis,HSD3B8
mmu00140,Steroid hormone biosynthesis,HSD3B9
mmu00140,Steroid hormone biosynthesis,UGT2B38
mmu00140,Steroid hormone biosynthesis,UGT2B34
mmu00140,Steroid hormone biosynthesis,AKR1C18
mmu00140,Steroid hormone biosynthesis,CYP2C50
mmu00140,Steroid hormone biosynthesis,CYP11B1
mmu00140,Steroid hormone biosynthesis,UGT2B37
mmu00140,Steroid hormone biosynthesis,HSD17B11
mmu00140,Steroid hormone biosynthesis,COMT
mmu00140,Steroid hormone biosynthesis,CYP11A1
mmu00140,Steroid hormone biosynthesis,CYP11B2
mmu00140,Steroid hormone biosynthesis,CYP17A1
mmu00140,Steroid hormone biosynthesis,CYP19A1
mmu00140,Steroid hormone biosynthesis,CYP1A1
mmu00140,Steroid hormone biosynthesis,CYP1A2
mmu00140,Steroid hormone biosynthesis,CYP1B1
mmu00140,Steroid hormone biosynthesis,CYP21A1
mmu00140,Steroid hormone biosynthesis,CYP2B10
mmu00140,Steroid hormone biosynthesis,CYP2B13
mmu00140,Steroid hormone biosynthesis,CYP2B19
mmu00140,Steroid hormone biosynthesis,CYP2B9
mmu00140,Steroid hormone biosynthesis,CYP2C29
mmu00140,Steroid hormone biosynthesis,CYP2C37
mmu00140,Steroid hormone biosynthesis,CYP2C38
mmu00140,Steroid hormone biosynthesis,CYP2C39
mmu00140,Steroid hormone biosynthesis,CYP2C40
mmu00140,Steroid hormone biosynthesis,CYP2D10
mmu00140,Steroid hormone biosynthesis,CYP2D9
mmu00140,Steroid hormone biosynthesis,CYP2E1
mmu00140,Steroid hormone biosynthesis,CYP3A11
mmu00140,Steroid hormone biosynthesis,CYP3A13
mmu00140,Steroid hormone biosynthesis,CYP3A16
mmu00140,Steroid hormone biosynthesis,CYP7A1
mmu00140,Steroid hormone biosynthesis,CYP7B1
mmu00140,Steroid hormone biosynthesis,HSD17B8
mmu00140,Steroid hormone biosynthesis,HSD11B1
mmu00140,Steroid hormone biosynthesis,HSD11B2
mmu00140,Steroid hormone biosynthesis,HSD17B1
mmu00140,Steroid hormone biosynthesis,HSD17B2
mmu00140,Steroid hormone biosynthesis,HSD17B3
mmu00140,Steroid hormone biosynthesis,HSD17B7
mmu00140,Steroid hormone biosynthesis,HSD3B1
mmu00140,Steroid hormone biosynthesis,HSD3B2
mmu00140,Steroid hormone biosynthesis,HSD3B3
mmu00140,Steroid hormone biosynthesis,HSD3B4
mmu00140,Steroid hormone biosynthesis,HSD3B5
mmu00140,Steroid hormone biosynthesis,HSD3B6
mmu00140,Steroid hormone biosynthesis,DHRS11
mmu00140,Steroid hormone biosynthesis,RDH5
mmu00140,Steroid hormone biosynthesis,SULT1E1
mmu00140,Steroid hormone biosynthesis,AKR1D1
mmu00140,Steroid hormone biosynthesis,STS
mmu00140,Steroid hormone biosynthesis,UGT1A2
mmu00140,Steroid hormone biosynthesis,UGT2B5
mmu00140,Steroid hormone biosynthesis,CYP2D34
mmu00140,Steroid hormone biosynthesis,CYP2C70
mmu00140,Steroid hormone biosynthesis,CYP2C23
mmu00140,Steroid hormone biosynthesis,UGT2B36
mmu00140,Steroid hormone biosynthesis,DHRS9
mmu00140,Steroid hormone biosynthesis,UGT2B35
mmu00140,Steroid hormone biosynthesis,CYP2B23
mmu00140,Steroid hormone biosynthesis,HSD17B6
mmu00140,Steroid hormone biosynthesis,CYP3A44
mmu00140,Steroid hormone biosynthesis,CYP2D12
mmu00140,Steroid hormone biosynthesis,UGT1A10
mmu00140,Steroid hormone biosynthesis,UGT1A7C
mmu00140,Steroid hormone biosynthesis,UGT1A5
mmu00140,Steroid hormone biosynthesis,UGT1A9
mmu00140,Steroid hormone biosynthesis,UGT1A6B
mmu00140,Steroid hormone biosynthesis,UGT1A1
mmu00140,Steroid hormone biosynthesis,CYP2C54
mmu00140,Steroid hormone biosynthesis,CYP2C68
mmu00140,Steroid hormone biosynthesis,CYP3A41A
mmu00140,Steroid hormone biosynthesis,SULT2B1
mmu00140,Steroid hormone biosynthesis,CYP2D11
mmu00140,Steroid hormone biosynthesis,CYP2C67
mmu00140,Steroid hormone biosynthesis,UGT2A2
mmu00140,Steroid hormone biosynthesis,HSD17B12
mmu00140,Steroid hormone biosynthesis,CYP3A25
mmu00140,Steroid hormone biosynthesis,CYP2D22
mmu00140,Steroid hormone biosynthesis,SRD5A3
mmu00140,Steroid hormone biosynthesis,UGT1A8
mmu00140,Steroid hormone biosynthesis,CYP3A57
mmu00140,Steroid hormone biosynthesis,CYP2D13
mmu00140,Steroid hormone biosynthesis,CYP2C66
mmu00140,Steroid hormone biosynthesis,CYP2D40
mmu00140,Steroid hormone biosynthesis,UGT2B1
mmu00140,Steroid hormone biosynthesis,CYP2C55
mmu00140,Steroid hormone biosynthesis,UGT2A3
mmu00140,Steroid hormone biosynthesis,CYP2C65
mmu00140,Steroid hormone biosynthesis,CYP2D26
mmu00140,Steroid hormone biosynthesis,AKR1C21
mmu00140,Steroid hormone biosynthesis,SRD5A1
mmu00140,Steroid hormone biosynthesis,TOMT
mmu00140,Steroid hormone biosynthesis,UGT2A1
mmu00140,Steroid hormone biosynthesis,SRD5A2
mmu00140,Steroid hormone biosynthesis,UGT1A6A
mmu00190,Oxidative phosphorylation,NDUFB4C
mmu00190,Oxidative phosphorylation,NDUFB4B
mmu00190,Oxidative phosphorylation,GM19340
mmu00190,Oxidative phosphorylation,NDUFB1
mmu00190,Oxidative phosphorylation,GM6293
mmu00190,Oxidative phosphorylation,GM11633
mmu00190,Oxidative phosphorylation,NDUFAB1-PS
mmu00190,Oxidative phosphorylation,NDUFB11
mmu00190,Oxidative phosphorylation,ATP6V1H
mmu00190,Oxidative phosphorylation,COX6B1
mmu00190,Oxidative phosphorylation,ATP6V1B1
mmu00190,Oxidative phosphorylation,ATP6V0B
mmu00190,Oxidative phosphorylation,ATP4A
mmu00190,Oxidative phosphorylation,ATP4B
mmu00190,Oxidative phosphorylation,ATP5F1A
mmu00190,Oxidative phosphorylation,ATP5F1B
mmu00190,Oxidative phosphorylation,ATP5F1C
mmu00190,Oxidative phosphorylation,ATP5PB
mmu00190,Oxidative phosphorylation,ATP5MC1
mmu00190,Oxidative phosphorylation,ATP5PF
mmu00190,Oxidative phosphorylation,ATP5ME
mmu00190,Oxidative phosphorylation,ATP6V1A
