GeneA,GeneB,UniprotA,UniprotB,SymbolA,SymbolB,pW,pNI,pInt
10969,7169,Q99848,P07951-2,EBNA1BP2,TPM2,5.5559223768307e-4,0.0254769835094046,0.973967424252912
10969,6130,Q99848,P62424,EBNA1BP2,RPL7A,1.3073895296962998e-26,0.019753830803333,0.98024616919667
10969,6137,Q99848,P26373,EBNA1BP2,RPL13,4.3102210320399e-24,0.017399630132113,0.98260036986789
10969,6430,Q99848,Q13243-3,EBNA1BP2,SRSF5,3.7600094159277e-21,0.035773520627306,0.96422647937269
10969,6429,Q99848,Q08170,EBNA1BP2,SRSF4,2.7796574587076e-22,0.077163348419342,0.92283665158066
10969,6157,Q99848,P46776,EBNA1BP2,RPL27A,1.7239673409861e-23,0.036429479344636,0.96357052065536
10969,25873,Q99848,Q9Y3U8,EBNA1BP2,RPL36,2.0614077338315998e-23,0.15867592407456,0.84132407592544
10969,6156,Q99848,P62888,EBNA1BP2,RPL30,2.0658839147719e-28,0.037474714938626,0.96252528506137
10969,23521,Q99848,P40429,EBNA1BP2,RPL13A,3.5329093864242e-25,0.087795198258273,0.91220480174173
83957,3312,UNKNOWN,P11142,FKSG43,HSPA8,6.808108945357459e-16,0.192094161711479,0.80790583828852
140680,339457,Q9NUD7,Q69YW0,C20orf96,C1orf222,2.67911996142948e-6,0.0260675978051712,0.973929723074867
3354,506,P28566,P06576,HTR1E,ATP5B,3.76439206866124e-18,0.0229198252086134,0.977080174791387
3623,3309,P05111,P11021,INHA,HSPA5,2.78860204761657e-18,0.0391850623586427,0.960814937641357
3623,2923,P05111,P30101,INHA,PDIA3,5.6652827969726105e-15,0.00149086587751593,0.998509134122478
3623,811,P05111,P27797,INHA,CALR,3.82877190921982e-14,0.00171307285853853,0.998286927141423
3623,8517,P05111,Q9Y6K9-2,INHA,IKBKG,0.00254258762528902,0.124751581227132,0.872705831147578
4010,4081,O60663-2,Q13394,LMX1B,MAB21L1,0.00160133337221875,1.741595932791e-4,0.998224507034502
4010,728378,O60663-2,A5A3E0,LMX1B,POTEF,1.198237028232e-10,2.248995756313e-5,0.999977509922613
4010,60,O60663-2,P60709,LMX1B,ACTB,2.61228267150303e-12,0.168082572856961,0.831917427140427
4010,63876,O60663-2,Q96KN3,LMX1B,PKNOX2,5.77656770168812e-6,2.41655797781945e-6,0.999991806874321
4010,25973,O60663-2,Q7L3T8,LMX1B,PARS2,3.17644003221994e-13,0.100345425252061,0.899654574747621
4010,8861,O60663-2,Q86U70,LMX1B,LDB1,8.692158320770571e-14,1.78257608161778e-7,0.999999821742305
4010,5087,O60663-2,P40424-2,LMX1B,PBX1,2.0023942382797797e-11,5.839667099009e-4,0.999416033270075
4010,5089,O60663-2,P40425,LMX1B,PBX2,1.62194954643252e-14,1.01647198290069e-6,0.999998983528001
4010,5090,O60663-2,P40426-2,LMX1B,PBX3,8.28530170527363e-12,2.244488185128e-5,0.999977555109863
4010,4211,O60663-2,O00470-2,LMX1B,MEIS1,4.10320719712473e-12,4.19285210783588e-7,0.999999580710686
4010,4212,O60663-2,O14770-2,LMX1B,MEIS2,2.06347983573595e-10,4.50347705115466e-7,0.999999549445947
4010,23635,O60663-2,D6RH18,LMX1B,SSBP2,7.398316910501799e-17,2.1349319216152e-11,0.99999999997865
4010,170463,O60663-2,Q9BWG4,LMX1B,SSBP4,1.5451195213545998e-13,1.1166872095094e-9,0.99999999888316
4010,23648,O60663-2,Q9BWW4-2,LMX1B,SSBP3,1.6660312671161e-19,7.464987688122499e-12,0.99999999999254
55998,3312,Q9H1B4-2,P11142,NXF5,HSPA8,7.52957557718511e-15,0.233494754869197,0.766505245130796
55998,345651,Q9H1B4-2,Q562R1,NXF5,ACTBL2,9.25431181176871e-16,0.0857354200410225,0.914264579958977
83879,7532,Q9BWT1-2,P61981,CDCA7,YWHAG,3.1072483339602404e-15,0.0957351450920124,0.904264854907984
83879,7534,Q9BWT1-2,P63104,CDCA7,YWHAZ,9.0085228803877e-15,0.0784584100089899,0.921541589991001
5426,5427,Q07864,P56282,POLE,POLE2,4.4469780196027e-24,9.7852942821231e-11,0.99999999990215
64091,287,UNKNOWN,Q01484-2,POPDC2,ANK2,2.8947706766096e-4,0.0275208636850478,0.972189659247291
64091,53373,UNKNOWN,Q9ULQ1-3,POPDC2,TPCN1,3.3905733281266e-4,0.0186764433419927,0.980984499325195
64091,196527,UNKNOWN,Q4KMQ2,POPDC2,ANO6,1.722223592529e-5,0.083179023010403,0.916803754753672
64091,56996,UNKNOWN,Q9BXP2,POPDC2,SLC12A9,1.80870096356934e-6,0.232054210403286,0.767943980895751
64091,25807,UNKNOWN,Q9Y3P4,POPDC2,RHBDD3,0.0419213014608549,0.113137903646171,0.844940794892974
64091,84230,UNKNOWN,Q8TDW0,POPDC2,LRRC8C,1.290176049791e-5,0.0287335968335257,0.971253501405976
84722,3275,Q6PGN9-2,P55345,PSRC1,PRMT2,0.0026807807309552,1.927210223326e-5,0.997299947166811
8480,4928,P78406,P52948-2,RAE1,NUP98,3.67675252247478e-13,0.0861973229029447,0.913802677096688
8480,55109,P78406,Q8N302,RAE1,AGGF1,4.28153698233377e-10,2.950784577447e-5,0.999970491726072
8480,5558,P78406,P49643,RAE1,PRIM2,4.44424204517074e-9,0.211868191619788,0.78813180393597
8480,11097,P78406,O15504-2,RAE1,NUPL2,3.3167610320791e-27,0.029915032186076,0.97008496781392
8480,701,P78406,O60566-2,RAE1,BUB1B,4.1879841846134e-24,0.0070196908253216,0.99298030917468
8480,5557,P78406,P49642,RAE1,PRIM1,5.587527715889101e-25,0.060396461628155,0.93960353837184
79608,5245,Q7Z5B4-5,P35232,RIC3,PHB,1.47101542616993e-12,0.00480817597979545,0.995191824018734
79608,11160,Q7Z5B4-5,O94905,RIC3,ERLIN2,2.68598946077642e-14,0.0377044018310397,0.962295598168933
79608,54892,Q7Z5B4-5,Q86XI2-2,RIC3,NCAPG2,1.23912467706549e-13,0.156723554414377,0.843276445585499
79608,55735,Q7Z5B4-5,Q9NVH1-2,RIC3,DNAJC11,5.7483845677516296e-12,0.232737484356038,0.767262515638214
79608,23310,Q7Z5B4-5,P42695,RIC3,NCAPD3,1.37120158150352e-12,0.126229499064302,0.873770500934327
79608,23326,Q7Z5B4-5,Q9UPT9-2,RIC3,USP22,0.00220938562457023,0.05577272718532,0.94201788719011
79608,3156,Q7Z5B4-5,P04035-2,RIC3,HMGCR,3.62830597067198e-12,0.125207851235215,0.874792148761157
79608,11331,Q7Z5B4-5,Q99623,RIC3,PHB2,9.46544601245115e-14,0.00399831357375569,0.99600168642615
79608,64924,Q7Z5B4-5,Q8TAD4,RIC3,SLC30A5,3.13021077460994e-8,0.0306314384149591,0.969368530282933
79608,55005,Q7Z5B4-5,Q9NWS8,RIC3,RMND1,4.81038054875438e-7,0.0608843639670128,0.939115154994932
79608,202018,Q7Z5B4-5,Q6NXT6-2,RIC3,TAPT1,2.02285529391213e-8,1.38470208019821e-6,0.999998595069367
79608,29781,Q7Z5B4-5,Q6IBW4-2,RIC3,NCAPH2,8.42254423999373e-14,5.4845421929231e-4,0.999451545780623
79608,83590,Q7Z5B4-5,Q9BVT8,RIC3,TMUB1,3.39219796681203e-7,0.182444888859657,0.817554771920546
79608,987,Q7Z5B4-5,P50851-2,RIC3,LRBA,3.96560836761514e-9,0.176722492463812,0.823277503570579
79608,55676,Q7Z5B4-5,Q6NXT4-2,RIC3,SLC30A6,3.35956702496719e-6,0.00544912123084597,0.994547519202129
79608,10079,Q7Z5B4-5,O75110,RIC3,ATP9A,2.11189001555079e-7,0.00229895047740812,0.99770083833359
57007,506,P25106,P06576,CXCR7,ATP5B,1.22212035654423e-16,0.0139739188958623,0.986026081104138
57007,498,P25106,P25705,CXCR7,ATP5A1,9.67893502073011e-15,0.0160283353863897,0.983971664613601
57007,513,P25106,P30049,CXCR7,ATP5D,6.555354054951799e-12,0.241224593523107,0.758775406470338
57007,539,P25106,P48047,CXCR7,ATP5O,4.9300022484505005e-16,0.182515376244099,0.8174846237559
83942,3312,Q9BXA7,P11142,TSSK1B,HSPA8,1.6296385400706301e-15,0.0923626862149144,0.907637313785084
83942,22994,Q9BXA7,Q9UPN4-2,TSSK1B,AZI1,2.70228065080785e-10,9.65167510661847e-6,0.999990348054665
83942,10243,Q9BXA7,Q9NQX3-2,TSSK1B,GPHN,2.8845975442775597e-13,0.00106841851755173,0.99893158148216
83942,131544,Q9BXA7,B4DLE8,TSSK1B,CRYBG3,5.1461202516462395e-11,1.48031315737305e-6,0.999998519635381
83942,26130,Q9BXA7,Q14C86-2,TSSK1B,GAPVD1,3.1424512289846502e-9,0.00793573975948379,0.992064257098065
83942,28966,Q9BXA7,Q9Y343-2,TSSK1B,SNX24,7.9688410115857e-4,1.6801682446307e-4,0.999035099074378
64854,23239,P62068-3,O60346,USP46,PHLPP1,5.23466393759378e-9,2.77331713760933e-6,0.999997221448198
64854,91833,P62068-3,Q8TBZ3-2,USP46,WDR20,2.0385366502756998e-20,3.7700874138880997e-13,0.99999999999962
64854,1762,P62068-3,Q09019,USP46,DMWD,2.752992316182e-10,3.18797896835904e-7,0.999999680926804
64854,57599,P62068-3,Q8TAF3,USP46,WDR48,1.0329277427592701e-9,1.2982674291512e-4,0.999870172224157
64854,58533,P62068-3,Q9UNH7,USP46,SNX6,1.5762649942713e-8,0.00190090352462125,0.998099080712729
64854,6643,P62068-3,O60749,USP46,SNX2,4.056182481393041e-15,0.0307822654613924,0.969217734538604
64854,23035,P62068-3,Q6ZVD8-2,USP46,PHLPP2,3.22441035552422e-8,1.18824027803652e-8,0.999999955873494
30813,1459,Q9NZR4,P19784,VSX1,CSNK2A2,8.1207440879297e-13,7.25754350313934e-6,0.999992742455685
30813,1457,Q9NZR4,P68400,VSX1,CSNK2A1,1.4228700861925799e-11,2.581540376859e-5,0.999974184582003
30813,1460,Q9NZR4,P67870,VSX1,CSNK2B,4.43657653027723e-12,0.0011093556452699,0.998890644350293
30813,219333,Q9NZR4,O75317,VSX1,USP12,0.0230092002174125,0.0132681224007809,0.963722677381807
30813,8338,Q9NZR4,Q16777,VSX1,HIST2H2AC,2.589097259092e-5,0.00486937353800512,0.995104735489404
54543,279,Q9P0U1,P04746,TOMM7,AMY2A,3.6298014791397294e-11,0.0012118406555634,0.998788159308139
54543,84134,Q9P0U1,Q969M1,TOMM7,TOMM40L,0.123851783846537,1.60086223951361e-6,0.876146615291224
521,93974,P56385,Q9UII2,ATP5ME,ATPIF1,6.1830933020837e-17,0.17497193366708,0.82502806633292
521,509,P56385,P36542-2,ATP5ME,ATP5C1,9.4099576123686e-33,0.13384086513908,0.86615913486091
521,506,P56385,P06576,ATP5ME,ATP5B,2.1046166509995e-31,0.011005567553875,0.98899443244613
521,10476,P56385,O75947,ATP5ME,ATP5H,7.16373809240713e-14,0.0886297191034342,0.911370280896494
521,513,P56385,P30049,ATP5ME,ATP5D,3.2609893447579998e-24,0.062858231074423,0.93714176892558
521,498,P56385,P25705,ATP5ME,ATP5A1,4.9108394996902e-15,0.0146931547437281,0.985306845256267
521,515,P56385,P24539,ATP5ME,ATP5F1,2.6891647418923995e-32,0.0013666886967481,0.99863331130325
521,54943,P56385,Q9NX36,ATP5ME,DNAJC28,1.71164386912119e-7,4.87504675438531e-7,0.999999341330938
521,522,P56385,P18859,ATP5ME,ATP5J,1.0432901559396e-27,1.3256141501462e-4,0.99986743858499
521,10560,P56385,O60779,ATP5ME,SLC19A2,1.5050334820725e-18,0.010910082765868,0.98908991723413
521,10632,P56385,O75964,ATP5ME,ATP5L,1.36047432209427e-8,0.0900721436004934,0.909927842794763
521,539,P56385,P48047,ATP5ME,ATP5O,6.90845523158926e-17,0.0944693255685498,0.90553067443145
521,29956,P56385,Q96G23,ATP5ME,LASS2,5.6772555770218996e-24,0.16696164570973,0.83303835429028
521,4509,P56385,P03928,ATP5ME,ATP8,3.07358761405e-4,8.3615308915384e-4,0.998856488149441
4502,5357,P02795,Q14651,MT2A,PLS1,0.00723519208651047,0.231568369329578,0.761196438583912
4502,9317,P02795,Q96BW5-2,MT2A,PTER,0.187156439790264,0.00656284759041667,0.806280712619319
4502,56110,P02795,Q9Y5G8-2,MT2A,PCDHGA5,6.164213720465739e-11,5.72370420968404e-6,0.999994276234148
100272147,2671,P56277,P55789,MTCP1NB,GFER,6.30069470884328e-7,0.233231236365029,0.7667681335655
10230,10531,UNKNOWN,Q5JRX3-2,NBR2,PITRM1,2.1795244391207499e-13,0.111103177452853,0.888896822546929
10230,51291,UNKNOWN,Q9P107,NBR2,GMIP,3.82019356744169e-13,7.5660893976729e-4,0.999243391059851
10230,192670,UNKNOWN,Q9HCK5,NBR2,EIF2C4,0.179591793577739,1.1674319056576e-4,0.820291463231695
4694,4707,O15239,O75438,NDUFA1,NDUFB1,7.51106404874e-5,0.00235160916806599,0.997573280191447
4694,4729,O15239,P19404,NDUFA1,NDUFV2,9.833260392175501e-10,0.031245033310206,0.96875496570647
4694,4731,O15239,P56181-2,NDUFA1,NDUFV3,1.7871341080593999e-12,4.1139822208113e-6,0.99999588601599
4694,4538,O15239,P03905,NDUFA1,ND4,2.10587738771232e-6,0.0299804268985001,0.970017467224112
4694,4701,O15239,O95182,NDUFA1,NDUFA7,2.1637133816604e-15,4.170232521121e-5,0.99995829767479
4694,4715,O15239,Q9Y6M9,NDUFA1,NDUFB9,1.878359842801e-5,0.00626883745808787,0.993712378943484
4694,4696,O15239,O95167,NDUFA1,NDUFA3,7.1655588048298e-4,0.240109542397741,0.759173901721776
4694,4714,O15239,O95169,NDUFA1,NDUFB8,2.73867180686816e-7,0.00830327452438894,0.99169645160843
4694,4724,O15239,O43181,NDUFA1,NDUFS4,3.376984605542e-4,3.0899153480237e-4,0.999353310004643
4694,4704,O15239,Q16795,NDUFA1,NDUFA9,6.28299949463808e-14,0.105927079709374,0.894072920290563
4694,55967,O15239,Q9UI09,NDUFA1,NDUFA12,3.3218820152448796e-12,3.524663677273e-5,0.999964753359905
4694,4723,O15239,P49821-2,NDUFA1,NDUFV1,1.41822848285202e-13,0.0655822313602326,0.934417768639625
4694,4709,O15239,O43676,NDUFA1,NDUFB3,9.35556149083682e-7,0.0107115623006907,0.98928750214316
4694,4718,O15239,O95298,NDUFA1,NDUFC2,4.5698938119433e-9,9.1192905448045e-4,0.99908806637563
4694,4540,O15239,P03915,NDUFA1,ND5,1.6612034540763e-4,0.00806867056923107,0.991765209085361
4694,4726,O15239,O75380,NDUFA1,NDUFS6,3.8599991624436005e-10,0.0014062494956808,0.99859375011832
4694,4712,O15239,O95139,NDUFA1,NDUFB6,1.01277666213882e-6,4.6451848342243e-4,0.999534468739915
4694,4711,O15239,O43674,NDUFA1,NDUFB5,9.80414195267579e-7,0.00314406130625251,0.996854958279552
55505,92345,Q9NPE3,Q96HR8,NOP10,NAF1,1.22211124949647e-10,1.02588334467005e-6,0.999998973994444
55505,4904,Q9NPE3,P67809,NOP10,YBX1,1.9594426424549998e-25,0.033630429250298,0.9663695707497
55505,26094,Q9NPE3,Q8WV16,NOP10,DCAF4,9.87327993286803e-12,1.871922915269e-5,0.999981280760974
55505,1736,Q9NPE3,O60832,NOP10,DKC1,1.2581365996204e-18,2.6603006780659e-7,0.99999973396993
55505,10514,Q9NPE3,Q9BQG0-2,NOP10,MYBBP1A,1.6208504746675e-17,0.076238934353955,0.92376106564605
55505,55135,Q9NPE3,Q9BUR4,NOP10,WRAP53,1.1449128670456999e-17,3.6268427844548e-4,0.99963731572155
55505,6426,Q9NPE3,Q07955-2,NOP10,SRSF1,1.0288163050187998e-20,0.020911250831562,0.97908874916844
55505,6223,Q9NPE3,P39019,NOP10,RPS19,1.0066372900688001e-25,0.013576913274392,0.98642308672561
55505,3836,Q9NPE3,P52294,NOP10,KPNA1,4.8087725458838997e-17,0.18976144577392,0.81023855422608
55505,54433,Q9NPE3,Q9NY12-2,NOP10,GAR1,1.4981722401488e-18,5.8296199961911e-6,0.99999417038
55505,55164,Q9NPE3,Q6PI26,NOP10,SHQ1,3.0562540586563196e-11,9.41347136294775e-8,0.999999905834724
55505,11103,Q9NPE3,Q13601,NOP10,KRR1,2.8310550126577e-19,0.07360901374682,0.92639098625318
55505,6625,Q9NPE3,P08621,NOP10,SNRNP70,5.0761940282365e-24,0.14350602591145,0.85649397408855
55505,49860,Q9NPE3,Q9UBG3,NOP10,CRNN,2.5204755330938e-4,0.168616295018223,0.831131657428468
4946,7532,P54368,P61981,OAZ1,YWHAG,4.95016375323098e-14,0.226435732162451,0.7735642678375
4946,59,P54368,P62736,OAZ1,ACTA2,2.27003428532561e-14,0.0111666359271853,0.988833364072792
4946,3934,P54368,P80188-2,OAZ1,LCN2,2.280492498859e-5,0.0832336577089839,0.916743537366027
5441,5436,P62875,P62487,POLR2L,POLR2G,2.1387674430084e-23,1.1239544411227e-4,0.99988760455589
5441,171568,P62875,Q9Y535-2,POLR2L,POLR3H,8.978069119436e-23,6.0367955054283e-9,0.9999999939632
5441,26015,P62875,Q9BWH6-2,POLR2L,RPAP1,1.85682588457767e-15,7.4171379614725e-4,0.999258286203851
5441,64425,P62875,Q9GZS1-2,POLR2L,POLR1E,3.217924363999e-12,2.26091576555718e-6,0.999997739081017
5441,84172,P62875,Q9H9Y6-2,POLR2L,POLR1B,1.24091679367517e-15,4.4575453084588e-4,0.999554245469153
5441,5271,P62875,P50452,POLR2L,SERPINB8,3.71641891138374e-6,0.0124206145754777,0.987575669005611
5441,8710,P62875,O75635,POLR2L,SERPINB7,5.969248201081e-4,0.0100594963843751,0.989343578795517
5441,25885,P62875,O95602,POLR2L,POLR1A,3.39340167943005e-13,4.4051874873952e-4,0.999559481250921
5441,11128,P62875,O14802,POLR2L,POLR3A,3.27210998673049e-13,9.867923385369e-5,0.999901320765819
5441,1828,P62875,Q02413,POLR2L,DSG1,1.9093842448600998e-13,0.108425743229213,0.891574256770596
5441,79871,P62875,Q8IXW5-2,POLR2L,RPAP2,7.82002675866377e-12,2.2154317100188e-4,0.999778456821178
5441,3034,P62875,P42357,POLR2L,HAL,2.6081760651628197e-11,0.0715671566949914,0.928432843278927
5441,55718,P62875,Q9NVU0-2,POLR2L,POLR3E,2.4227152948152997e-20,9.9179496045831e-7,0.99999900820504
5441,55703,P62875,Q9NW08,POLR2L,POLR3B,2.9377372101644504e-14,1.236319119644e-5,0.999987636808774
5441,5430,P62875,P24928,POLR2L,POLR2A,5.92930471138819e-13,0.00480413258114364,0.995195867418263
5441,81488,P62875,P0CAP2-3,POLR2L,GRINL1A,6.201291700542601e-16,1.00687231107e-5,0.99998993127689
5441,10623,P62875,Q9BUI4,POLR2L,POLR3C,1.0094123408797701e-10,4.6691316495288e-6,0.999995330767409
5441,5433,P62875,O15514,POLR2L,POLR2D,6.898377678578399e-19,4.032915978781e-5,0.99995967084021
5441,58490,P62875,Q9NQG5,POLR2L,RPRD1B,1.1442342311469e-19,4.0658785592291e-6,0.99999593412144006
5441,55197,P62875,Q96P16-2,POLR2L,RPRD1A,1.6213804903069199e-12,5.807819609457e-5,0.999941921802284
5441,6830,P62875,Q7KZ85,POLR2L,SUPT6H,9.963510977204191e-14,2.1655583433375e-4,0.999783444165567
5441,89777,P62875,Q96P63,POLR2L,SERPINB12,1.46891912415529e-14,0.0497396506548919,0.950260349345093
5441,23248,P62875,Q5VT52-2,POLR2L,RPRD2,1.70761999669668e-10,3.476942534812e-5,0.99996523040389
5441,5431,P62875,P30876,POLR2L,POLR2B,9.92852398307804e-17,0.0103526462520261,0.989647353747974
5441,27297,P62875,O75575-2,POLR2L,CRCP,6.656561636193151e-9,5.01749012809781e-6,0.99999497585331
5441,91433,P62875,A6NED2,POLR2L,RCCD1,9.5968004939037e-18,0.090204682600147,0.90979531739985
5441,661,P62875,P05423,POLR2L,POLR3D,1.4964804532482e-18,2.0501103944282e-7,0.99999979498896
5441,54700,P62875,Q9NYV6,POLR2L,RRN3,3.9413217245455e-17,8.1165743844378e-7,0.99999918834256
5441,9400,P62875,O94762,POLR2L,RECQL5,8.26545818928529e-12,5.19635953486361e-7,0.999999480355781
5441,5437,P62875,P52434,POLR2L,POLR2H,2.75301695041015e-13,0.0088096123235753,0.991190387676149
5441,383,P62875,P05089-2,POLR2L,ARG1,1.5189276239311e-9,0.164073431252622,0.83592656722845
5441,11321,P62875,Q9HCN4,POLR2L,GPN1,7.5052253752572e-25,6.098094985094e-5,0.99993901905015
5441,221830,P62875,Q3B726,POLR2L,TWISTNB,8.12303211050371e-10,0.00834506102065515,0.991654938167042
5441,5439,P62875,P52435,POLR2L,POLR2J,6.3397275226098e-22,4.192747443351e-4,0.99958072525566
5441,7053,P62875,Q08188,POLR2L,TGM3,3.73556980345569e-13,0.139634786249276,0.86036521375035
5441,9533,P62875,O15160-2,POLR2L,POLR1C,3.8891566017445e-23,0.0013374153080912,0.99866258469191
5441,79983,P62875,Q8WVV4-1,POLR2L,POF1B,7.02523246718581e-8,0.128790028909528,0.871209900838147
5441,5438,P62875,P36954,POLR2L,POLR2I,0.00431210416631203,0.00530591785007689,0.990381977983611
5441,5434,P62875,P19388,POLR2L,POLR2E,1.1075665961375e-21,0.021414619837306,0.97858538016269
5441,10622,P62875,O15318,POLR2L,POLR3G,6.694369404166349e-11,3.02715397886276e-8,0.999999969661516
5441,10621,P62875,Q9H1D9,POLR2L,POLR3F,6.649947913541149e-12,4.36676763684013e-7,0.999999563316586
5441,5317,P62875,Q13835-2,POLR2L,PKP1,4.6434592316293e-11,0.104260290844701,0.895739709108864
5441,10849,P62875,O15446-2,POLR2L,CD3EAP,9.22503594213028e-9,8.0307992506698e-7,0.999999187695039
5441,51200,P62875,Q9UI42,POLR2L,CPA4,4.2502197020335e-4,0.0343700863397463,0.96520489169005
5441,121214,P62875,Q8NEX9,POLR2L,SDR9C7,2.30617661846346e-6,0.0166493983153619,0.98334829550802
5441,5432,P62875,P19387,POLR2L,POLR2C,1.4454935323550399e-11,0.00308085610284289,0.996919143882702
5441,51184,P62875,Q9UHW5-2,POLR2L,GPN3,6.6882671156641e-18,0.0020354036544167,0.99796459634558
5441,242,P62875,O75342,POLR2L,ALOX12B,7.81039017904263e-12,0.0735391185659462,0.926460881426243
5441,84265,P62875,Q9BT43,POLR2L,POLR3GL,8.759540490487401e-16,7.8633882264714e-8,0.99999992136612
5441,145264,P62875,Q8IW75,POLR2L,SERPINA12,6.43655351645713e-8,0.060346810533329,0.939653125101136
5441,1041,P62875,Q15517,POLR2L,CDSN,2.3408512859148898e-11,0.0300674540155179,0.969932545961074
5441,79887,P62875,Q6P4A8,POLR2L,PLBD1,1.2346005909773e-6,0.00236492469697207,0.997633840702437
5441,5275,P62875,Q9UIV8,POLR2L,SERPINB13,3.75462963898279e-6,0.0673918118931102,0.932604433477251
5441,5055,P62875,P05120,POLR2L,SERPINB2,4.92473388157159e-9,2.6738296952104e-4,0.999732612105745
5441,342897,P62875,Q6ZVX7,POLR2L,NCCRP1,8.152984997163619e-11,0.159515423407627,0.840484576510843
5441,54707,P62875,Q9H9Y4,POLR2L,GPN2,9.1498436441415e-19,2.2557746450871e-6,0.99999774422535
5441,9150,P62875,Q9Y5B0-4,POLR2L,CTDP1,0.00703781094872661,5.51558030190329e-6,0.992956673470971
5441,51082,P62875,Q9Y2S0,POLR2L,POLR1D,3.7327870046906e-23,4.8439813505732e-4,0.99951560186494
5441,5435,P62875,P61218,POLR2L,POLR2F,2.3573674330904e-22,5.0908481271151e-4,0.99949091518729
5441,51728,P62875,Q9Y2Y1,POLR2L,POLR3K,1.1556554046036e-11,3.735340163049e-5,0.99996264658681
5441,11060,P62875,O00308,POLR2L,WWP2,2.3020968404701997e-24,0.10863675936153,0.89136324063847
6227,283458,P63220,O60361,RPS21,NME2P1,1.235453268376e-5,0.159104625461029,0.840883020006287
6227,3921,P63220,P08865,RPS21,RPSA,3.009270090745e-34,0.081712158260895,0.91828784173911
6234,6188,P62857,P23396,RPS28,RPS3,2.1812320424638e-34,0.14159041456523,0.85840958543477
6234,79896,P62857,Q8IYQ7,RPS28,THNSL1,1.9759841193700997e-24,1.5649275952594e-4,0.99984350724047
6234,6160,P62857,P62899,RPS28,RPL31,1.6671059222783e-25,0.11333566201774,0.88666433798226
6234,6143,P62857,P84098,RPS28,RPL19,1.2542114488284998e-26,0.24419281621281,0.75580718378718
155370,80380,UNKNOWN,Q9BQ51,SBDSP1,PDCD1LG2,0.00676552251175418,0.00122083862046297,0.992013638867783
9403,7276,O60613,P02766,SEP15,TTR,3.9001382540766e-17,0.024462112426185,0.97553788757382
9403,8710,O60613,O75635,SEP15,SERPINB7,9.11852457174294e-7,4.80972999057e-4,0.999518115148486
9403,383,O60613,P05089-2,SEP15,ARG1,2.06555765554774e-11,0.211700494239914,0.78829950573943
9403,145264,O60613,Q8IW75,SEP15,SERPINA12,1.8018942404734e-21,0.0040013316345708,0.99599866836543
9403,51200,O60613,Q9UI42,SEP15,CPA4,1.4322707110889998e-21,0.10384142027068,0.89615857972932
9403,121214,O60613,Q8NEX9,SEP15,SDR9C7,7.70084910401589e-6,0.0158509749950303,0.984141324155866
9403,5055,O60613,P05120,SEP15,SERPINB2,4.7427907785376e-23,0.0067202310875403,0.99327976891246
9403,5271,O60613,P50452,SEP15,SERPINB8,1.366716637405e-5,0.0110129075422405,0.988973425291385
9403,79887,O60613,Q6P4A8,SEP15,PLBD1,3.2422835661173e-4,0.021649388817399,0.978026382825989
9403,5265,O60613,P01009-2,SEP15,SERPINA1,4.69649195534532e-10,0.00159746238148023,0.998402537148871
9403,3043,O60613,P68871,SEP15,HBB,7.33288200912886e-6,0.144736806195278,0.855255860922713
6767,4753,P50502,Q99435,ST13,NELL2,9.350929069740982e-9,0.00122525724970688,0.998774733399364
29796,7381,Q9UDW1,P14927,UQCR10,UQCRB,2.7275757406162004e-16,8.817529548559e-5,0.99991182470451
29796,7385,Q9UDW1,P22695,UQCR10,UQCRC2,6.2856881533262e-18,0.018352889150785,0.98164711084921
29796,9167,Q9UDW1,O14548,UQCR10,COX7A2L,3.2186070141507e-9,9.30879454604e-5,0.999906908835933
